&g|&G06/25 &g| &G60900&g|  Cyph:  &GFixed the true-sight potion, they were casting at level 9, now cast at 50.
&g|&G07/25 &g| &G46902&g|  Rathkor:  &Gkeraptis gynosphynx opens passage with the correct vnums
&g|&G07/26 &g| &G 6003&g|  Prage:  &Gdeleted ninja rabbits
&g|&G07/26 &g| &G10355&g|  Marten:  &GAdded frock class portal to Silvina. Points at "war" or wherever demons go.
&g|&G07/26 &g| &G10355&g|  Rathkor:  &GSilvina now transfers unrecognized classes to the warrior hall
&g|&G07/27 &g| &G24697&g|  Prage:  &Gremoved blood, added mob with book here at aella's request
&g|&G07/27 &g| &G 3604&g|  Rathkor:  &Ggrave.are now has the appropriate door into chapel catacombs
&g|&G07/28 &g| &G 1200&g|  Marten:  &GUpdated the help pkill file to reflect Single Item looting rule
&g|&G07/28 &g| &G21001&g|  Marten:  &GRemoved pkill toggle program from executioner. I though it was gone long ago.
&g|&G07/28 &g| &G    1&g|  Marten:  &GRemoved deadly flag from Vicomaster. He was guild leader.
&g|&G07/29 &g| &G  122&g|  Rathkor:  &Gthe rope in newgate.are will now always be in the UP position
&g|&G07/30 &g| &G 1200&g|  Rathkor:  &Gadded a ninjathat gives quest tokens to anyone who can catch him as part of a quest gods.are
&g|&G07/30 &g| &G 1200&g|  Rathkor:  &Gbuild a blood fountain gods.are
&g|&G07/30 &g| &G60351&g|  Arbadus:  &GRearranged the mages guild for hamspiced, moved it across the street 
&g|&G07/31 &g| &G 1200&g|  Rathkor:  &Gupdated ninja rabbit quest mob and blood fountain
&g|&G07/31 &g| &G21024&g|  Rathkor:  &Gweaponsmith is tougher, blood fountain in the vampire house
&g|&G07/31 &g| &G12201&g|  Marten:  &GRemoved stupid mprogs from necro.are; folded. 
&g|&G07/31 &g| &G12201&g|  Marten:  &GOdeleted Sword of Doom from necro.are ; folded.
&g|&G07/31 &g| &G12797&g|  Prage:  &Gdeleted act proog
&g|&G07/31 &g| &G10429&g|  Prage:  &Gchanged chained paladin act prog to a speech prog!
&g|&G07/31 &g| &G 1200&g|  Rathkor:  &Gadded a generic quest mob to gods.are
&g|&G08/01 &g| &G30308&g|  Rathkor:  &Gadded an ooc poison fountain staff at mealstrom's request
&g|&G08/02 &g| &G 1200&g|  Rathkor:  &Gadded an astral room to the OOC hq for Mealstrom and Argon
&g|&G08/02 &g| &G 1200&g|  Marten:  &GSet mortalize command to level 101
&g|&G08/02 &g| &G21009&g|  Fairburn:  &Gadded a rapist from the valhalla prison to darkhaven; details see darkhaven board
&g|&G08/02 &g| &G 1200&g|  Rathkor:  &Gfixed mageblade spell and gave it to ~level 10 for mages, battlemages, and warlocks
&g|&G08/02 &g| &G 1200&g|  Rathkor:  &Ggave necromantic touch back to necromancers level 50 where it was before
&g|&G08/02 &g| &G 1200&g|  Rathkor:  &Gpaladin holy symbol is now fixed including all broken paladin spells
&g|&G08/02 &g| &G 1200&g|  Rathkor:  &Gcrescent dammsg fixed
&g|&G08/02 &g| &G 1200&g|  Rathkor:  &Gdodge is no longer a secret skill with no teacher, back to normal (i don't know whats up with all the other secret skills but dodge is so essential that fixing at least this one I did)
&g|&G08/03 &g| &G21002&g|  Marten:  &GRemoved Basuki. Sorry Dewa, he was just killing too many newbies. Tone him down a bit and try again. :)
&g|&G08/03 &g| &G30303&g|  Marten:  &GAdded OOC note board here. Folded lordrom1.are
&g|&G08/04 &g| &G24819&g|  Prage:  &Gset valid weapon type for sword of necromancers (12203)
&g|&G08/04 &g| &G 1234&g|  Prage:  &Gchanged heart of stone possess to charm
&g|&G08/05 &g| &G 1200&g|  Marten:  &GPeople were using summon to pull out mobs from shoker area. Flagged all rooms nosummon. Folded reign.are
