#MOBILE
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10324
Room	10354
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10324
Room	10354
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10343
Room	10357
Position 12
Flags 3
#OBJECT
Vnum         10314
ExtraFlags   8192
Values       15 15 0 0 0 0
End

#OBJECT
Vnum         10316
ExtraFlags   8192
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         10317
ExtraFlags   8192
Values       24 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10318
Room	10387
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10318
Room	10387
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10325
Room	10388
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10325
Room	10388
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10311
Room	10389
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10311
Room	10389
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10332
Room	10390
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10332
Room	10390
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10355
Room	10391
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	10401
Room	10401
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	10402
Room	10402
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10402
Room	10402
Position 12
Flags 67
#OBJECT
Vnum         10302
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10303
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10403
Room	10403
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10403
Room	10403
Position 12
Flags 67
#OBJECT
Vnum         10306
Level        1
Values       3 2 0 0 0 0
End

#OBJECT
Vnum         10319
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10405
Room	10405
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10405
Room	10405
Position 12
Flags 35
#OBJECT
Vnum         10300
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10301
Level        1
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10404
Room	10404
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10404
Room	10404
Position 12
Flags 35
#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10305
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10346
Room	10355
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	10406
Room	10426
Position 12
Flags 101
EndMobile

#MOBILE
Vnum	10407
Room	10427
Position 12
Flags 101
EndMobile

#MOBILE
Vnum	10408
Room	10412
Position 12
Flags 101
EndMobile

#MOBILE
Vnum	10409
Room	10426
Position 12
Flags 101
EndMobile

#MOBILE
Vnum	10410
Room	10421
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10411
Room	10417
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10412
Room	10413
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10413
Room	10427
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10414
Room	10406
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10415
Room	10411
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10416
Room	10415
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10417
Room	10420
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10418
Room	10413
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10419
Room	10424
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10420
Room	10409
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10421
Room	10411
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	10399
Room	10300
Position 12
Flags 3
#OBJECT
Vnum         10312
Level        100
Values       12 1 6 11 0 0
End

#OBJECT
Vnum         10304
Level        100
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10308
Level        100
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10310
Level        100
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10311
Level        100
Values       0 0 -1 0 0 0
End

#OBJECT
Vnum         10304
Level        100
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10308
Level        100
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10310
Level        100
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10311
Level        100
Values       0 0 -1 0 0 0
End

#OBJECT
Vnum         10312
Level        100
Values       12 1 6 11 0 0
End

#OBJECT
Vnum         10311
Level        99
Values       0 0 -1 0 0 0
End

#OBJECT
Vnum         10304
Level        100
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10308
Level        100
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10310
Level        100
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10311
Level        1
Values       0 0 -1 0 0 0
End

#OBJECT
Vnum         10308
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10310
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10311
Level        1
Values       0 0 -1 0 0 0
End

#OBJECT
Vnum         10312
Level        1
Values       12 1 6 11 0 0
End

#OBJECT
Vnum         10304
Level        1
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         10311
Level        1
Values       0 0 -1 0 0 0
End

#OBJECT
Vnum         10308
Level        1
Values       2 2 0 0 0 0
End

#OBJECT
Vnum         10310
Level        1
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	10422
Room	10300
Position 12
Flags 67109891
EndMobile

#MOBILE
Vnum	21055
Room	21010
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21004
Room	21051
Position 12
Flags 3
#OBJECT
Vnum         21007
ExtraFlags   8256
Level        5
Values       5 67 -1 -1 0 0
Spell 1      'detect invis'
End

#OBJECT
Vnum         21006
ExtraFlags   8256
Level        1
Values       2 131 -1 -1 0 0
Spell 1      'identify'
End

#OBJECT
Vnum         21005
ExtraFlags   8256
Level        1
Values       1 229 -1 -1 0 0
Spell 1      'word of recall'
End

EndMobile

#MOBILE
Vnum	21014
Room	21052
Position 12
Flags 3
#OBJECT
Vnum         14736
Level        51
End

EndMobile

#MOBILE
Vnum	21017
Room	21053
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21003
Room	21054
Position 12
Flags 3
#OBJECT
Vnum         21002
ExtraFlags   8257
Level        16
Values       10 61 -1 -1 0 0
Spell 1      'cure serious'
End

#OBJECT
Vnum         21000
ExtraFlags   8513
Level        15
Values       25 122 -1 -1 0 0
Spell 1      'heal'
End

#OBJECT
Vnum         21001
ExtraFlags   8257
Level        8
Values       25 58 -1 -1 0 0
Spell 1      'cure critical'
End

#OBJECT
Vnum         21003
ExtraFlags   8257
Level        5
Values       1 59 -1 -1 0 0
Spell 1      'cure light'
End

#OBJECT
Vnum         21004
ExtraFlags   8257
Level        5
Values       23 182 182 -1 0 0
Spell 1      'restore mana'
Spell 2      'restore mana'
End

EndMobile

#MOBILE
Vnum	21011
Room	21056
Position 12
Flags 67
#OBJECT
Vnum         36
ExtraFlags   8192
End

#OBJECT
Vnum         37
ExtraFlags   8192
Values       15 15 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21018
Room	21057
Position 12
Flags 3
#OBJECT
Vnum         21015
ExtraFlags   8192
Values       5 0 0 0 0 0
End

#OBJECT
Vnum         21016
ExtraFlags   8192
Values       10 0 0 0 0 0
End

#OBJECT
Vnum         21014
ExtraFlags   8192
Values       1 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21015
Room	21059
Position 12
Flags 3
#OBJECT
Vnum         643
Level        32
Values       9 9 0 0 0 0
End

#OBJECT
Vnum         641
Level        32
Values       9 9 0 0 0 0
End

#OBJECT
Vnum         640
Level        32
Values       9 9 0 0 0 0
End

#OBJECT
Vnum         645
Level        32
Values       9 9 0 0 0 0
End

#OBJECT
Vnum         620
Level        31
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         642
Level        31
Values       9 9 0 0 0 0
End

#OBJECT
Vnum         644
Level        31
Values       7 9 0 0 0 0
End

#OBJECT
Vnum         646
Level        30
Values       9 9 0 0 0 0
End

#OBJECT
Vnum         21064
ExtraFlags   8192
Level        15
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
ExtraFlags   8192
Level        15
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21065
ExtraFlags   8192
Level        13
Values       7 7 0 0 0 0
End

#OBJECT
Vnum         21066
ExtraFlags   8192
Level        13
Values       3 4 0 0 0 0
End

#OBJECT
Vnum         21057
ExtraFlags   8192
Level        11
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
ExtraFlags   8192
Level        10
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
ExtraFlags   8192
Level        10
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21058
ExtraFlags   8192
Level        7
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
ExtraFlags   8192
Level        7
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21061
ExtraFlags   8192
Level        6
Values       4 4 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21019
Room	21060
Position 12
Flags 3
#OBJECT
Vnum         21020
ExtraFlags   8192
Values       10 0 0 0 0 0
End

#OBJECT
Vnum         21021
ExtraFlags   8192
Values       4 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21020
Room	21061
Position 12
Flags 3
#OBJECT
Vnum         21017
ExtraFlags   8192
Values       10 10 10 0 0 0
End

#OBJECT
Vnum         21019
ExtraFlags   8192
Values       2 2 6 0 0 0
End

#OBJECT
Vnum         21018
ExtraFlags   8192
Values       5 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21052
Room	100
Position 12
Flags 65
#OBJECT
Vnum         21055
Level        6
Values       3 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21021
Room	21066
Position 12
Flags 3
#OBJECT
Vnum         21078
ExtraFlags   8192
Level        17
Values       1 3 0 0 0 0
End

#OBJECT
Vnum         21080
ExtraFlags   8192
Level        14
Values       1 3 0 0 0 0
End

#OBJECT
Vnum         21077
ExtraFlags   8192
Level        13
Values       2 3 0 0 0 0
End

#OBJECT
Vnum         21076
ExtraFlags   8192
Level        6
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21079
ExtraFlags   8192
Level        6
Values       2 2 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21013
Room	21068
Position 12
Flags 3
#OBJECT
Vnum         21008
ExtraFlags   8192
Values       5 5 1 0 0 0
End

#OBJECT
Vnum         21009
ExtraFlags   8192
Values       10 10 5 0 0 0
End

#OBJECT
Vnum         21010
ExtraFlags   8192
Values       12 12 4 0 0 0
End

EndMobile

#MOBILE
Vnum	21025
Room	21069
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21069
Room	21075
Position 12
Flags 3
#OBJECT
Vnum         21056
Level        13
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21057
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21058
Level        12
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        14
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21064
Level        12
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21066
Level        12
Values       3 4 0 0 0 0
End

#OBJECT
Vnum         21067
Level        13
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21069
Level        12
Values       10 5 14 3 0 0
End

#OBJECT
Vnum         21073
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21064
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21065
Level        13
Values       7 7 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21061
Room	21090
Position 12
Flags 65
#OBJECT
Vnum         21067
Level        13
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21056
Level        11
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21057
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21058
Level        11
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        11
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        12
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21064
Level        13
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21064
Level        12
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21065
Level        13
Values       7 7 0 0 0 0
End

#OBJECT
Vnum         21066
Level        11
Values       3 4 0 0 0 0
End

#OBJECT
Vnum         21069
Level        13
Values       10 3 13 3 0 0
End

EndMobile

#MOBILE
Vnum	21028
Room	21129
Position 12
Flags 1027
#OBJECT
Vnum         34
Level        48
Values       1 -1 -1 -1 0 0
End

EndMobile

#MOBILE
Vnum	21023
Room	21142
Position 12
Flags 1027
EndMobile

#MOBILE
Vnum	21025
Room	21146
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21012
Room	21171
Position 12
Flags 1091
EndMobile

#MOBILE
Vnum	21034
Room	21190
Position 12
Flags 1027
EndMobile

#MOBILE
Vnum	21000
Room	21194
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21031
Room	21213
Position 12
Flags 1027
EndMobile

#MOBILE
Vnum	21035
Room	21237
Position 12
Flags 1027
EndMobile

#MOBILE
Vnum	21009
Room	21275
Position 12
Flags 67
#OBJECT
Vnum         21025
ExtraFlags   8192
End

#OBJECT
Vnum         21024
ExtraFlags   8192
End

EndMobile

#MOBILE
Vnum	21029
Room	21295
Position 12
Flags 3
#OBJECT
Vnum         10314
ExtraFlags   8192
Values       15 15 0 0 0 0
End

#OBJECT
Vnum         10316
ExtraFlags   8192
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         10317
ExtraFlags   8192
Values       24 0 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21071
Room	21308
Position 12
Flags 65
#OBJECT
Vnum         21056
Level        15
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        15
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        14
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        14
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        14
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        14
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        14
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21066
Level        14
Values       3 4 0 0 0 0
End

#OBJECT
Vnum         21067
Level        13
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21068
Level        13
Values       10 6 16 14 1 0
End

EndMobile

#MOBILE
Vnum	21071
Room	21312
Position 12
Flags 65
#OBJECT
Vnum         21056
Level        11
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21058
Level        13
Values       6 6 0 0 0 0
End

#OBJECT
Vnum         21059
Level        11
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21060
Level        12
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21061
Level        11
Values       4 4 0 0 0 0
End

#OBJECT
Vnum         21062
Level        13
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21063
Level        11
Values       5 5 0 0 0 0
End

#OBJECT
Vnum         21067
Level        11
Values       0 0 24 0 0 0
End

#OBJECT
Vnum         21068
Level        13
Values       10 5 15 14 1 0
End

EndMobile

#MOBILE
Vnum	21010
Room	21335
Position 12
Flags 7
#OBJECT
Vnum         21022
ExtraFlags   8192
Values       4 0 0 0 0 0
End

#OBJECT
Vnum         21020
ExtraFlags   8192
Values       10 0 0 0 0 0
End

#OBJECT
Vnum         21019
ExtraFlags   8192
Values       2 2 6 0 0 0
End

EndMobile

#MOBILE
Vnum	21022
Room	21339
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21001
Room	21055
Position 12
Flags 3
#OBJECT
Vnum         21140
ExtraFlags   8256
Level        30
Values       30 138 -1 -1 0 0
Spell 1      'kindred strength'
End

#OBJECT
Vnum         21140
ExtraFlags   8256
Level        30
Values       30 138 -1 -1 0 0
Spell 1      'kindred strength'
End

#OBJECT
Vnum         1204
ExtraFlags   9217
Level        20
Values       20 86 -1 -1 0 0
Spell 1      'elven beauty'
End

#OBJECT
Vnum         35
ExtraFlags   8192
Level        15
Values       1 -1 -1 -1 0 0
End

#OBJECT
Vnum         34
ExtraFlags   8192
Values       1 -1 -1 -1 0 0
End

#OBJECT
Vnum         21049
ExtraFlags   8257
Values       0 0 -1 0 0 0
End

#OBJECT
Vnum         21049
ExtraFlags   8257
Values       0 0 -1 0 0 0
End

#OBJECT
Vnum         21046
ExtraFlags   8257
Values       75 1 0 1 0 0
End

EndMobile

#MOBILE
Vnum	21435
Room	21081
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21116
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21119
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21117
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21106
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21101
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21403
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21096
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21401
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21089
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21086
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21083
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21122
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21120
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21117
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21078
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21402
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21435
Room	21401
Position 12
Flags 65
EndMobile

#MOBILE
Vnum	21082
Room	21141
Position 12
Flags 3&1
#OBJECT
Vnum         10312
Level        99
Values       12 1 6 11 0 0
End

#OBJECT
Vnum         21055
Level        100
Values       3 3 0 0 0 0
End

#OBJECT
Vnum         21077
Level        100
Values       2 3 0 0 0 0
End

EndMobile

#MOBILE
Vnum	21006
Room	21137
Position 12
Flags 1091
EndMobile

#MOBILE
Vnum	21007
Room	21138
Position 12
Flags 3
EndMobile

#MOBILE
Vnum	21437
Room	21446
Position 12
Flags 3
#OBJECT
Vnum         21009
Values       10 2 5 0 0 0
End

#OBJECT
Vnum         21009
Values       10 9 5 0 0 0
End

#OBJECT
Vnum         21009
