#SKILL
Hitchar      $N's lungs take on the ability to breathe water...~
Hitvict      Your lungs take on the ability to breathe water...~
Hitroom      $N's lungs take on the ability to breathe water...~
Affect       'l*23' 26 'aqua breath' 31
Minlevel     14
End

#SKILL
Name         armor~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Slot         1
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your armor returns to its mundane value.~
Hitchar      $N's armor begins to glow softly as it is enhanced by a cantrip.~
Hitvict      Your armor begins to glow softly as it is enhanced by a cantrip.~
Hitroom      $N's armor begins to glow softly as it is enhanced by a cantrip.~
Affect       'l*10' 17 '-20' -1
Minlevel     1
End

#SKILL
Name         astral walk~
Type         Spell
Info         0
Flags        65536
Minpos       112
Slot         90
Mana         60
Rounds       12
Code         spell_astral_walk
Dammsg       ~
Wearoff      !Astral Walk!~
Teachers     800~
Minlevel     30
End

#SKILL
Name         barkskin~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       111
Slot         501
Mana         40
Rounds       16
Code         spell_smaug
Dammsg       ~
Wearoff      The bark covering your skin flakes off and vanishes.~
Hitchar      A layer of bark grows over $N's skin.~
Hitvict      A layer of bark grows over your skin.~
Hitroom      A layer of bark grows over $N's skin.~
Affect       'l*w' 17 '-20' -1
Minlevel     20
End

#SKILL
Name         basic shield~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Slot         514
Mana         40
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The basic shield dissolves and no longer protects you.~
Hitchar      A basic shield forms around $N.~
Hitvict      A basic shield forms around you, protecting you from chemical attacks.~
Hitroom      A basic shield forms around $N.~
Affect       'l*3' 27 '128' -1
Minlevel     36
End

#SKILL
Name         benediction~
Type         Spell
Info         840
Flags        14336
Target       2
Minpos       110
Slot         95
Mana         15
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      Your time in The Protection of The High Gods is over.~
Hitchar      You lay The Protection of The High Gods upon $N.~
Hitvict      The Protection of The High Gods is temporarily given to you.~
Hitroom      The Protection of The High Gods is temporarily given to $N.~
Affect       'l' 26 'protection' 13
Minlevel     19
End

#SKILL
Name         benefic aura~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       111
Slot         342
Mana         95
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your protection from evil slowly unravels.~
Hitvict      A faint glow rises about you as you are instilled with a ward against evil.~
Hitroom      A faint glow rises protectively about $N.~
Components   V@65~
Affect       'l*7' 26 'protect' 13
Minlevel     30
End

#SKILL
Name         bethsaidean touch~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       111
Slot         343
Mana         30
Rounds       12
Code         spell_bethsaidean_touch
Dammsg       ~
Minlevel     9
End

#SKILL
Name         black fist~
Type         Spell
Info         911
Flags        0
Target       1
Minpos       109
Slot         310
Mana         15
Rounds       4
Code         spell_black_fist
Dammsg       &w&zBlack Fist&w~
Wearoff      !WEAROFF!~
Minlevel     23
End

#SKILL
Name         black hand~
Type         Spell
Info         911
Flags        0
Target       1
Minpos       109
Slot         301
Mana         8
Rounds       4
Code         spell_black_hand
Dammsg       &w&zBlack Hand&w~
Wearoff      !WEAROFF!~
Teachers     10340~
Minlevel     2
End

#SKILL
Name         black lightning~
Type         Spell
Info         908
Flags        0
Target       1
Minpos       109
Slot         303
Mana         15
Rounds       4
Code         spell_black_lightning
Dammsg       &w&zBlack Lightning&w~
Wearoff      !WEAROFF!~
Minlevel     46
End

#SKILL
Name         blazebane~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       109
Slot         216
Mana         70
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      Your flesh grows less susceptible to fire.~
Hitchar      You place a fear of flames in $N's mind...~
Hitvict      Your flesh grows more susceptible to fire.~
Hitroom      $N begins to mutter about a fear of flames...~
Immchar      Mysteriously, $N was not affected by your spell.~
Affect       'l*23' 29 '1' -1
Minlevel     30
End

#SKILL
Name         blazeward~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Slot         215
Mana         70
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      The ward of flames ceases to protect you.~
Hitvict      A yellow glow surrounds you, protecting you from intense heat.~
Hitroom      $N begins to radiate a yellow light which repels intense heat.~
Affect       'l*23' 27 '1' -1
Minlevel     12
End

#SKILL
Name         bless~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Slot         3
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The blessing fades away.~
Hitchar      You lay the blessing of your god upon $N.~
Hitvict      A powerful blessing is laid upon you.~
Hitroom      $N beams as a powerful blessing is laid upon $M.~
Affect       'l*23' 24 '-(l/8)' -1
Affect       'l*23' 18 'l/8' -1
Minlevel     5
End

#SKILL
Name         blindness~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       109
Slot         4
Mana         5
Rounds       12
Code         spell_blindness
Dammsg       ~
Wearoff      You can see again.~
Minlevel     5
End

#SKILL
Name         blizzard~
Type         Spell
Info         394
Flags        32784
Minpos       109
Mana         50
Rounds       13
Code         spell_smaug
Dammsg       &z&Wblizzard&w~
Hitchar      A frigid bust of wind brings blasts of ice and snow into the room!~
Hitvict      You are bowled over by a blast of icy wind and snow!~
Dice         wdw~
Minlevel     50
End

#SKILL
Name         blur~
Type         Spell
Info         0
Flags        6144
Target       3
Minpos       109
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your outline becomes clearer and more focused again.~
Hitvict      Your outline becomes blurry and hard to see.~
Hitroom      $n's outline suddenly becomes blurry and hard to focus on.~
Affect       'i+w' 40 '20' -1
Minlevel     30
End

#SKILL
Name         bringaround ballad~
Type         Spell
Info         0
Flags        8192
Minpos       109
Mana         30
Rounds       24
Code         spell_smaug
Dammsg       ~
Hitchar      You sing a ballad of revival.~
Hitvict      A ballad of revival eases your pain.~
Affect       '' 12 '1dx' -1
Affect       '' 14 '5dx' -1
Affect       '' 13 '3dx' -1
Minlevel     56
End

#SKILL
Name         burning hands~
Type         Spell
Info         1
Flags        0
Target       1
Minpos       109
Slot         5
Mana         15
Rounds       12
Code         spell_burning_hands
Dammsg       &Rburning hands&w~
Wearoff      !Burning Hands!~
Minlevel     2
End

#SKILL
Name         call lightning~
Type         Spell
Info         3
Flags        0
Minpos       109
Slot         6
Mana         15
Rounds       4
Code         spell_call_lightning
Dammsg       lightning bolt~
Wearoff      !Call Lightning!~
Minlevel     12
End

#SKILL
Name         cancelation~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Slot         511
Mana         10
Rounds       12
Code         spell_dispel_magic
Dammsg       ~
Minlevel     4
End

#SKILL
Name         cat eyes~
Type         Spell
Info         0
Flags        8192
Minpos       112
Slot         506
Mana         35
Rounds       14
Code         spell_smaug
Dammsg       ~
Wearoff      Your feline eyes return to normal.~
Hitvict      Your eyes narrow to slits like a cat's eyes.~
Affect       'l*i' 26 'infravision' 9
Affect       'l*i' 26 'detect_hidden' 5
Minlevel     55
End

#SKILL
Name         cause critical~
Type         Spell
Info         4
Flags        0
Target       1
Minpos       109
Slot         63
Mana         20
Rounds       12
Code         spell_cause_critical
Dammsg       spell~
Wearoff      !Cause Critical!~
Minlevel     9
End

#SKILL
Name         cause light~
Type         Spell
Info         4
Flags        0
Target       1
Minpos       109
Slot         62
Mana         15
Rounds       12
Code         spell_cause_light
Dammsg       spell~
Wearoff      !Cause Light!~
Minlevel     1
End

#SKILL
Name         cause serious~
Type         Spell
Info         4
Flags        0
Target       1
Minpos       109
Slot         64
Mana         17
Rounds       12
Code         spell_cause_serious
Dammsg       spell~
Wearoff      !Cause Serious!~
Minlevel     5
End

#SKILL
Name         caustic fount~
Type         Spell
Info         909
Flags        0
Target       1
Minpos       109
Slot         313
Mana         15
Rounds       4
Code         spell_caustic_fount
Dammsg       &w&zC&bau&zst&bi&zc F&bou&znt&w~
Wearoff      !WEAROFF!~
Minlevel     34
End

#SKILL
Name         chain lightning~
Type         Spell
Info         395
Flags        38928
Minpos       109
Mana         30
Rounds       12
Code         spell_smaug
Dammsg       &Ych&Wai&Yn l&Wi&Yghtn&Wi&Yng&w~
Hitvict      Streaks of lightning leap from $n's fingers, striking you!~
Dice         3dw~
Minlevel     101
End

#SKILL
Name         change sex~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       109
Slot         82
Mana         15
Rounds       4
Code         spell_change_sex
Dammsg       ~
Wearoff      Your body feels familiar again.~
Hitchar      $N cries out as $S gender is changed.~
Hitvict      A chill runs through you as your gender changes.~
Hitroom      $N cries out as $S gender is changed.~
Affect       'l*230' 6 '1' -1
Minlevel     83
End

#SKILL
Name         charged beacon~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       109
Slot         105
Mana         65
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer attract electricity.~
Hitchar      $N is now susceptible to the powers of electricity.~
Hitvict      You are now attractive to the powers of electricity.~
Hitroom      $N is now susceptible to the powers of electricity.~
Immchar      Your spell has no effect upon $N.~
Affect       'l*17' 29 '4' -1
Minlevel     28
End

#SKILL
Name         charm person~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       112
Slot         7
Mana         5
Rounds       4
Code         spell_charm_person
Dammsg       ~
Wearoff      You feel more self-confident.~
Minlevel     14
End

#SKILL
Name         chemical funnel~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       112
Mana         40
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer feel so vulnerable to chemical attacks.~
Hitchar      You form a funnel around $N to channel chemical attacks toward $M.~
Hitvict      A funnel surrounds you, channeling chemical attacks toward you.~
Hitroom      A greenish funnel surrounds $N, channeling chemicals toward $M.~
Affect       'l*3' 29 '128' -1
Minlevel     63
End

#SKILL
Name         chill touch~
Type         Spell
Info         2
Flags        0
Target       1
Minpos       109
Slot         8
Mana         15
Rounds       12
Code         spell_chill_touch
Dammsg       &Cchilling touch&w~
Wearoff      You feel less cold.~
Minlevel     3
End

#SKILL
Name         claustrophobia~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       109
Slot         518
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer fear closed in spaces as much.~
Hitchar      $N cowers in fear of closed in spaces.~
Hitvict      You suddenly grow terrified of closed in spaces.~
Hitroom      $N cowers in fear of closed in spaces.~
Affect       'l*i' 29 '16' -1
Minlevel     12
End

#SKILL
Name         colour spray~
Type         Spell
Info         4
Flags        0
Target       1
Minpos       109
Slot         10
Mana         15
Rounds       12
Code         spell_colour_spray
Dammsg       colour spray~
Wearoff      !Colour Spray!~
Minlevel     11
End

#SKILL
Name         confusion~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       109
Slot         514
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your sense clear and you feel less confused.~
Hitchar      You cloud $N's mind and confuse $M.~
Hitvict      Your mind clouds and you begin to feel confused.~
Hitroom      $N suddenly looks dazed and confused.~
Affect       'i+l*2' 3 '-2' 30
Minlevel     26
End

#SKILL
Name         continual light~
Type         Spell
Info         520
Flags        16384
Minpos       112
Slot         57
Mana         7
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      !Continual Light!~
Hitchar      Shards of iridescent light collide to form a dazzling ball...~
Hitroom      Shards of iridescent light collide to form a dazzling ball...~
Dice         0~
Value        21
Minlevel     2
End

#SKILL
Name         control weather~
Type         Spell
Info         0
Flags        0
Minpos       112
Slot         11
Mana         25
Rounds       4
Code         spell_control_weather
Dammsg       ~
Wearoff      !Control Weather!~
Minlevel     10
End

#SKILL
Name         cool breeze~
Type         Spell
Info         0
Flags        8192
Minpos       112
Mana         40
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      The gentle breeze no longer cools your skin.~
Hitvict      You feel as though a gentle breeze is cooling your skin.~
Affect       'l*i' 27 '1' -1
Minlevel     62
End

#SKILL
Name         cover of darkness~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Mana         30
Rounds       18
Code         spell_smaug
Dammsg       ~
Wearoff      The cover of darkness ceases to protect you.~
Hitvict      You cover yourself with darkness and shadows.~
Hitroom      $n is covered in a shroud of darkness.~
Components   T!1~
Affect       'i*w' 18 '-2' 7
Affect       '(1000/w)' 18 '-10' 0
Minlevel     50
End

#SKILL
Name         create fire~
Type         Spell
Info         521
Flags        16384
Minpos       112
Slot         85
Mana         10
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      !Create Fire!~
Hitchar      &z&RA small cloud of vaporous flame bursts forth before you.&w~
Hitroom      &z&RA small cloud of vaporous flame bursts forth before $n.&w~
Dice         L~
Value        30
Minlevel     4
End

#SKILL
Name         create food~
Type         Spell
Info         520
Flags        16384
Minpos       112
Slot         12
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Create Food!~
Hitchar      A fat looking mushroom appears in your hands.~
Hitroom      A mushroom poofs into $n's hands.~
Dice         l~
Value        20
Minlevel     2
End

#SKILL
Name         create mint~
Type         Spell
Info         520
Flags        16384
Minpos       112
Slot         95
Mana         35
Rounds       4
Code         spell_smaug
Dammsg       ~
Hitchar      you form a magic mint from the ether.~
Hitroom      $n forms a magic mint from the ether.~
Dice         0~
Value        21422
Minlevel     101
End

#SKILL
Name         create pop~
Type         Spell
Info         8
Flags        16384
Minpos       112
Slot         508
Mana         5
Rounds       8
Code         spell_smaug
Dammsg       ~
Hitchar      You wave your hands and produce a carbonated beverage.~
Hitroom      $n waves $s hands and utters a chant about caffeine...~
Value        39
Minlevel     101
End

#SKILL
Name         create spring~
Type         Spell
Info         520
Flags        16384
Minpos       112
Slot         80
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Create Spring!~
Hitchar      Tracing a ring before you, the graceful flow of a mystical spring emerges.~
Hitroom      As $n traces a ring through the air, the flow of a mystical spring emerges.~
Dice         L~
Value        22
Minlevel     6
End

#SKILL
Name         create symbol~
Type         Spell
Info         520
Flags        16384
Minpos       112
Slot         101
Mana         35
Rounds       4
Code         spell_smaug
Dammsg       ~
Hitchar      A shining symbol of faith appears in your hands!~
Hitroom      A shining symbol of faith appears in $n's hands!~
Dice         0~
Value        43
Minlevel     10
End

#SKILL
Name         create water~
Type         Spell
Info         0
Flags        0
Target       4
Minpos       112
Slot         13
Mana         95
Rounds       4
Code         spell_create_water
Dammsg       ~
Wearoff      !Create Water!~
Minlevel     2
End

#SKILL
Name         create wine~
Type         Spell
Info         520
Flags        16384
Minpos       112
Slot         95
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Create Wine!~
Hitchar      You wave your hands and produce a bottle of fine wine.~
Hitroom      $n makes a magical gesture and produces a bottle of fine wine.~
Value        46730
Minlevel     101
End

#SKILL
Name         crescent~
Type         Spell
Info         908
Flags        0
Target       1
Minpos       109
Slot         95
Mana         15
Rounds       4
Code         spell_smaug
Dammsg       ~
Minlevel     101
End

#SKILL
Name         cure blindness~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       109
Slot         14
Mana         5
Rounds       12
Code         spell_cure_blindness
Dammsg       ~
Wearoff      !Cure Blindness!~
Minlevel     4
End

#SKILL
Name         cure critical~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       109
Slot         15
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Cure Critical!~
Hitchar      You cure $N's critical wounds.~
Hitvict      Your critical wounds close and your pain ebbs away.~
Affect       '' 13 '3d8+(l-6)' -1
Minlevel     9
End

#SKILL
Name         cure light~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       109
Slot         16
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your ability to see in the dark fades away.~
Hitchar      You cure $N's light wounds.~
Hitvict      Your light wounds mend and your pain ebbs slightly.~
Affect       '' 13 '1d8+(l/3)' -1
Minlevel     1
End

#SKILL
Name         cure poison~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Slot         43
Mana         5
Rounds       4
Code         spell_cure_poison
Dammsg       ~
Wearoff      !Cure Poison!~
Minlevel     8
End

#SKILL
Name         cure serious~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       109
Slot         61
Mana         15
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      !Cure Serious!~
Hitchar      You cure $N's serious wounds.~
Hitvict      Your serious wounds mend and your pain ebbs away.~
Affect       '' 13 '2d8+(l/2)' -1
Minlevel     5
End

#SKILL
Name         curse~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       109
Slot         17
Mana         20
Rounds       12
Code         spell_curse
Dammsg       curse~
Wearoff      The curse wears off.~
Minlevel     9
End

#SKILL
Name         darkblaze~
Type         Spell
Info         9097
Flags        6144
Target       1
Minpos       109
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       darkblaze~
Hitchar      A searing blaze of dark fire erupts from your eyes, blinding $N!~
Hitvict      A searing blaze of dark fire blinds you!~
Hitroom      A blaze of dark fire erupts from $n's eyes, blinding $N.~
Dice         i~
Affect       '' 1013 '-i' -1
Affect       'i' 18 '-i' 0
Minlevel     101
End

#SKILL
Name         demonskin~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Slot         210
Mana         55
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your leathery skin grows thinner as your spell wanes.~
Hitvict      Your skin becomes thick and leathery, similar to that of a demon.~
Hitroom      $N's skin becomes thick and leathery, similar to that of a demon.~
Affect       'l*23' 27 '64' -1
Minlevel     1
End

#SKILL
Name         detect evil~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Slot         18
Mana         5
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      The red outlines fade from your vision.~
Hitvict      Traces of red outline all evil in plain sight.~
Hitroom      A tint of red appears in $N's eyes, mirroring his own vision.~
Affect       'l*24' 26 'detect evil' 2
Minlevel     4
End

#SKILL
Name         detect hidden~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Slot         44
Mana         5
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      You feel less aware of your surroundings.~
Hitvict      Your senses are heightened to those of an animal.~
Hitroom      $N's senses are heightened to those of an animal.~
Affect       'l*24' 26 'detect hidden' 5
Minlevel     7
End

#SKILL
Name         detect invis~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Slot         19
Mana         5
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      You no longer see invisible objects.~
Hitvict      Your eyes fixate as they gain the ability to see the unseen.~
Hitroom      $N's eyes fixate as they gain the ability to see the unseen.~
Affect       'l*24' 26 'detect invis' 3
Minlevel     2
End

#SKILL
Name         detect magic~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Slot         20
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The blue outlines disappear from your vision.~
Hitvict      Traces of blue outline the magical objects in your field of vision.~
Hitroom      A tint of blue in $N's eyes mirrors $S own perception.~
Affect       'l*24' 26 'detect magic' 4
Minlevel     2
End

#SKILL
Name         detect poison~
Type         Spell
Info         0
Flags        0
Target       4
Minpos       112
Slot         21
Mana         5
Rounds       4
Code         spell_detect_poison
Dammsg       ~
Wearoff      !Detect Poison!~
Minlevel     5
End

#SKILL
Name         detect traps~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Slot         86
Mana         15
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      You feel less aware of the dangers about you.~
Hitvict      You suddenly grow aware of the dangers about you.~
Hitroom      $N peers about the room, intent on finding all manner of danger.~
Affect       'l*24' 26 'detect traps' 23
Minlevel     7
End

#SKILL
Name         devils might~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Mana         40
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The devil leaves your soul, making you feel weaker.~
Hitchar      $N is surrounded by an evil red aura.~
Hitvict      You are possessed with the might of the devil.~
Hitroom      $N is surrounded by an evil red aura.~
Affect       'l*3' 2 '1+(l/30)' -1
Affect       'l*3' 1 '1+(l/30)' -1
Minlevel     5
End

#SKILL
Name         discord~
Type         Spell
Info         396
Flags        0
Target       1
Minpos       109
Mana         5
Rounds       12
Code         spell_smaug
Dammsg       &Yd&Oi&Ysc&Oo&Yrd&w~
Hitchar      You sing a note offkey, injuring $N!~
Hitvict      $n sings a note terribly offkey!~
Hitroom      $n sings a note terribly offkey at $N.~
Dice         3dl~
Minlevel     1
End

#SKILL
Name         dispel evil~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       109
Slot         22
Mana         15
Rounds       4
Code         spell_dispel_evil
Dammsg       &w&zdispel evil&w~
Wearoff      !Dispel Evil!~
Minlevel     10
End

#SKILL
Name         dispel magic~
Type         Spell
Info         0
Flags        128
Target       1
Minpos       109
Slot         59
Mana         15
Rounds       12
Code         spell_dispel_magic
Dammsg       ~
Wearoff      !Dispel Magic!~
Minlevel     12
End

#SKILL
Name         disruption~
Type         Spell
Info         908
Flags        0
Target       1
Minpos       109
Slot         305
Mana         15
Rounds       4
Code         spell_disruption
Dammsg       Disruption ~
Wearoff      !WEAROFF!~
Minlevel     8
End

#SKILL
Name         divine intervention~
Type         Spell
Info         0
Flags        65536
Target       2
Minpos       112
Slot         510
Mana         200
Rounds       20
Code         spell_smaug
Dammsg       ~
Wearoff      The gods have ceased to intervene on your behalf.~
Hitchar      You call upon the gods to intervene on $N's behalf!~
Hitvict      You feel as though the gods have intervened on your behalf!~
Hitroom      $N is surrounded by a radiant aura as the gods intervene on $S behalf.~
Teachers     44228~
Affect       'w*15' 19 'w/2' 13
Affect       'w*15' 18 'w/2' 7
Minlevel     50
End

#SKILL
Name         divinity~
Type         Spell
Info         0
Flags        6144
Target       2
Minpos       109
Slot         112
Mana         115
Rounds       12
Code         spell_smaug
Dammsg       ~
Hitchar      You allow a divine presence to flow through $N.~
Hitvict      You are filled with a divine presence.~
Components   V@43~
Affect       '' 13 '200' -1
Minlevel     30
End

#SKILL
Name         dragon wit~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Slot         227
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The wit of the dragon withdraws from your mind.~
Hitchar      $N's eyes glimmer with the wit of the dragon.~
Hitvict      Your mind awakens in reception to the dragon's wit.~
Hitroom      $N's eyes glimmer with the wit of the dragon.~
Affect       'l*24' 3 '1+(l/17)' -1
Minlevel     3
End

#SKILL
Name         dragonskin~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Slot         212
Mana         45
Rounds       4
Code         spell_smaug
Dammsg       ~
Wearoff      Your flesh sheds its draconian aspects.~
Hitvict      Your flesh changes to emulate the scaly skin of a dragon.~
Hitroom      $N's flesh assumes a draconian form...~
Affect       'l*23' 27 '32' -1
Minlevel     2
End

#SKILL
Name         dream~
Type         Spell
Info         0
Flags        0
Minpos       112
Slot         233
Mana         5
Rounds       4
Code         spell_dream
Dammsg       ~
Wearoff      !Dream!~
Minlevel     13
End

#SKILL
Name         earthquake~
Type         Spell
Info         0
Flags        6144
Minpos       109
Slot         23
Mana         15
Rounds       4
Code         spell_earthquake
Dammsg       &Oearthquake&w~
Wearoff      !Earthquake!~
Minlevel     7
End

#SKILL
Name         earthsong~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Slot         519
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The song of the forest fades from your ears.~
Hitchar      You sing a song of the forest to $N.~
Hitvict      A song of the forest fills your ears.~
Hitroom      A song of the forest surrounds $N.~
Affect       'l*x' 17 '-x' 5
Minlevel     36
End

#SKILL
Name         elder power~
Type         Spell
Info         399
Flags        0
Target       1
Minpos       109
Slot         95
Mana         15
Rounds       12
Code         spell_smaug
Dammsg       &bE&Bld&be&Br P&bo&Bw&be&Br&w~
Wearoff      !WEAROFF!~
Dice         15dw~
Minlevel     101
End

#SKILL
Name         eldritch sphere~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       112
Slot         207
Mana         70
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The eldritch sphere about you winks from existence.~
Hitvict      A magical eldritch sphere forms about you...~
Hitroom      A shimmering eldritch sphere forms about $N...~
Affect       '(l*3)+25' 27 '8192' -1
Affect       '(l*3)+25' 27 '1048576' -1
Minlevel     33
End

#SKILL
Name         elemental rage~
Type         Spell
Info         1421
Flags        0
Target       1
Minpos       109
Slot         95
Mana         20
Rounds       8
Code         spell_smaug
Dammsg       &gE&Gl&ge&Gm&ge&Gnt&ga&Gl &RR&ra&Rg&re&w~
Wearoff      !Elemental Rage!~
Minlevel     101
End

#SKILL
Name         elven beauty~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       112
Slot         226
Mana         14
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your elven features wane and you feel less charismatic.~
Hitchar      $N's ears grow pointed and $S voice takes on a musical aspect.~
Hitvict      Your face is blessed with elven features as you grow more attractive.~
Hitroom      $N's ears grow pointed and $S voice takes on a musical aspect.~
Affect       'l*24' 25 '1+(l/17)' -1
Minlevel     3
End

#SKILL
Name         enchant weapon~
Type         Spell
Info         0
Flags        0
Target       4
Minpos       112
Slot         24
Mana         100
Rounds       4
Code         spell_enchant_weapon
Dammsg       ~
Wearoff      !Enchant Weapon!~
Minlevel     12
End

#SKILL
